|city_clear|ru_names
4907|жуковка|Жуковка
4908|жуковка, брянская обл.|Жуковка
4909|жуковский|Жуковский
4910|заозёрск|Заозёрск
4911|заречный пензенской области|Заречный Асти
4912|зеленоград|Зеленоград
4913|зеленоград (Москва и область)|Зеленоград Москва
4914|зеленоград (Ростов-на-Дону)|Зеленоград Ростов-На-Дону
4915|зеленоград корп1824|Зеленоград Корп
4916|зеленогрск|Зеленогорск
4917|зержинск|Дзержинск
4918|златоуст|Златоуст
4919|зов|Зов
4920|иасс|Иасс
4921|иваново|Иваново
4922|иваново (Москва)|Иваново Москва 
4923|ивантеевка|Ивантеевка
4924|ивильск|Цивильск
4925|идное|Видное
4926|ижевск|Ижевск
4927|ижнекамск, РТ|Нижнекамск Рт
4928|ижнеудинск|Нижнеудинск
4929|ижний новгород|Нижний Новгород
4930|израиль|Израиль
4931|имитровград|Димитровград
4932|имки|Химки
4933|ингисепп|Кингисепп
4934|ипатово|Ипатово
4935|иркутск|Иркутск
4936|иркутск,Москва|Иркутск Москва
4937|ирновск|Жирновск
4938|ирутск|Иркутск
4939|история произошла в Ставрополе, я сейчас нахожусь в Обнинске|История Произошла В Ставрополе Я Сейчас Нахожусь В Обнинске
4940|ита, Забайкальский край|Ита 
4941|ихайловск|Михайловск
4942|ичуга Ивановской обл.|Вичуга
4943|йошкар ола|Йошкар Ола
4944|йошкар-ола|Йошкар-Ола
4945|кКрасногорский район, Нахабино|Нахабино
4946|кРАСНОГРСК|Красногорск
4947|казань|Казань
4948|казань (Республика Татарстан)|Казань 
4949|калининград|Калининград
4950|калининград(обл)| 
4951|калуга|Калуга
4952|каменка|Каменка
4953|каменск- уральский|Каменск- Уральский
4954|каменск-уральский|Каменск-Уральский
4955|каменск-уральский свердл.обл.|Каменск-Уральский Свердловская.
4956|каменск-щахтинский|Каменск-Шахтинский
4957|каменский р-он п. глубокий|П. Глубокий
4958|камень-на-оби|Камень-На-Оби
4959|камызякский р-он с каралат|С Каралат
4960|камышин|Камышин
4961|канаш|Канаш
4962|канск|Канск
4963|канск, красноярский край|Канск 
4964|каракас|Каракас
4965|карпинск|Карпинск
4966|карты|Карты
4967|катайск|Катайск
4968|катеринбург|Екатеринбург
4969|качканар|Качканар
4970|кез|Кез
4971|кемерово|Кемерово
4972|кемь|Кемь
4973|киев|Киев
4974|кимры|Кимры
4975|кинешма|Кинешма
4976|киров|Киров
4977|кирово-чепецк|Кирово-Чепецк
4978|кировск лен область|Кировск
4979|киселевск|Киселевск
4980|кисловодск|Кисловодск
4981|ккинешма|Кинешма
4982|клин|Клин
4983|ковров|Ковры
4984|ковров владимирская об.|Ковров .
4985|когалым|Когалым
4986|козловка|Козловка
4987|колл-центр|-Центр Колл
4988|коломна|Коломна
4989|комсомольск на амуре|Комсомольск На Амуре
4990|конаково|Конаково
4991|кондрово|Кондрово
4992|кондрово (Москва)|Кондрово Москва
4993|копейск|Копейск
4994|королев|Королев
4995|королёв|Королёв
4996|костомукша|Костомукша
4997|кострома|Кострома
4998|котельники|Котельники
4999|котлас|Котлас
5000|красавино|Красавино
5001|красноармейск|Красноармейск
5002|красногорск|Красногорск
5003|красногорск московская область|Красногорск
5004|краснодар|Краснодар
5005|краснодарский край белореченский район| 
5006|краснокамск|Краснокамск
5007|краснотурьинск|Краснотурьинск
5008|красноярск|Красноярск
5009|красноярск (Санкт-Петербург)|Красноярск Санкт-Петербург
5010|красноярский край город канск| Канск
5011|красный кут|Красный Кут
5012|крестцы|Крестцы
5013|крестцы новгородской обл|Крестцы
5014|кропоткин|Кропоткин
5015|кстово|Кстово
5016|кузнецк|Кузнецк
5017|кулыги|Кулыги
5018|кумертау|Кумертау
5019|кунгур (Ставропольский край)|Кунгур 
5020|курган|Курган
5021|курган (Курганская область)|Курган
5022|курилы|Курилы
